review,rating,timestamp
"Aplikasi sama CS PCC135 sama sama kocaknya. Keadaan mobil sudah terdaftar, Telah ngisi Form Permohonan dan disetujui tapi daftar ulang masih saja tidak bisa. ngehubungi CS PCC135 disuruh isi form permohonan kembali. dicoba lagi masih saja tidak bisa. sampe 3x ngisi form permohonan dan nunggu kurang lebih sebulan. dan sampai saat ini tetap saja tidak bisa. ngehubungi lgi PCC135 disuruh daftar lagi tapi tidak ada kepastiann bisa atau tidaknya. APLIKASI SAMA CS PCC135 SAMA SAMA BOBROK DAN GAK GUNA.",1,2025-02-13 04:29:08
oke mantap laaaa,5,2025-02-13 04:05:34
Foto STNK tidak bisa di upload lagi ...jadi mohon bantuan nya dong. ..kalau foto nya bisa di upload kan lebih bagus foto nya lebih kebaca di sistem...tolong dong Pertamina ..foto nya bisa di upload dari album...supaya di permudahkan,1,2025-02-13 03:30:31
mantap,5,2025-02-13 02:37:54
Ini sama aja kek bayar pake gopay. Udah gt bbrp spbu mesin edc rusak. Kok ya bs rusak berjamaah,2,2025-02-13 02:29:06
Bagus,5,2025-02-13 02:08:34
Foto stnk gak bisa ngambil dari galeri Gak kaya sebelumnya,1,2025-02-13 01:30:01
baik sekali,5,2025-02-13 01:07:46
"Kualitas semakin buruk setelah update, saat upload foto kamera ngeblur gk bisa fokuss",1,2025-02-13 01:01:40
"cepat, praktis dan aman👍",5,2025-02-13 00:50:12
"ini aplikasi harusnya punya cs by WA , km harus rekrut secepatnya, ga worth it call center/email/telpon via vidcall an di apl antrian lama banget, kalo urgent gmn?",1,2025-02-13 00:36:35
penggunaan mudah. tapi ada sedikit kendala di pom nya. mungkin karena di desa jadi gak semua pom bisa pembayaran pakai my pertamina. semoga bisa dioptimalkan di semua pom nya,4,2025-02-13 00:18:09
"lebih cepat,gak pake antre",5,2025-02-12 23:24:53
Semoga bisa,5,2025-02-12 18:10:13
Apk tai,1,2025-02-12 14:36:08
"KAMERA WAKTU AMBIL FOTO STNK MALAH KAMERA 0,5 YANG AKTIF GIMANA TIDAK BURAM. MEMPERSULIT PENGGUNA",1,2025-02-12 13:53:40
Baru belajar,5,2025-02-12 13:05:04
"Ini kenapa ya camera subsidi tepat buat foto stnk pas mau daftar barcode cameranya blur, uda di coba ke semua hp, jadi kan kita susah daftarnya... tlg dong diperbaiki",3,2025-02-12 13:01:59
ribet maksimalkan lagi fitur nya,1,2025-02-12 12:39:24
Lumayan wlo susah mendaftarkan,5,2025-02-12 12:25:24
Dr td download gagal trs pdhl biasa nya cpt,2,2025-02-12 12:22:34
Min bagaimana cara mendaftarnya kalau ada perubahan no plat nya soal nya gagal terus,2,2025-02-12 10:52:56
"Aplikasi berkekurangan, saya ingin memfoto data dari STNK di dalam aplikasi malah hasilnya buram. Padahal saat saya tes menggunakan kamera bawaan hp malah cerah, saran saya tambahkan fitur upload karena sistem kamera pada aplikasi dapat mengurangi resolusi seolah-olah hp saya kameranya buruk",1,2025-02-12 09:21:45
"Hasil di-update kalo mau foto GK ada pilihan pake kamera apa/ default ..hasil cekrek foto serasa lambat, lemot dan tidak terlalu jelas jadinya.. Semakin menurun kualitas app.nya... Mempersulit yg mau mendaftar, Ini saya pake hp ram 8 .. gimana yg pake hp ram 4 .. Mau upload foto STNK. Saja gagal terus.... Walopun pake wifi/data yg mana gambare cuma agak gede sdikit 10,11,12 mb per gambar. Kerasa banget bedanya, tambah susah upload foto",1,2025-02-12 08:31:39
Pom bensin selalu tolak katanya mesin rusak atau alat barcode buat apa bikin aplikasi kalau nggak bisa digunain,1,2025-02-12 07:46:30
Untuk foto kamera stnk nya tidak bisa pilih kualitas foto dan tidak bisa pilih dari galeri.sehingga foto jadi buram.padahal kamera hp saya jernih,1,2025-02-12 07:17:05
"Aplikasinya tidak bagus sangat lama jika menampilkan tagihan gas, developer diperbaiki segera",1,2025-02-12 07:05:32
"Sudah berkali kali coba daftar unit,,verifikasi di tolak dengan alasan foto stnk tidak terbaca..bagaimana mau terbaca kamera aplikasi nya di bikin blur",1,2025-02-12 07:02:51
bermanfaat buat ojek online,5,2025-02-12 06:34:44
Kayak gini aja disusah susahin,1,2025-02-12 05:59:58
"Udah berkali kali foto stnk tetap aja blur gambar nya Emang dari apk nya jadi blur foto nya bukan kamera nya Tolong di benerin, jangan bikin ribet masyarakat",1,2025-02-12 05:55:10
"tidak bisa login, mau reset pin tapi tidak ada link masuk ke whatsapp",1,2025-02-12 05:04:30
cepat pake my Pertamina,5,2025-02-12 04:55:02
Sangat membantu,5,2025-02-12 04:44:17
"Aplikasi buruk ngambil foto camera blurr mana harus 30mb gimana si,,jangan bikin rakyat tambah susah dah cuma mau beli solar di pom 5liter doang buat nelayan kecil kudu pake barkod barkod,beli di pengecerkan kerasa banget beda nya,kalau bagi yg banyak duit si selisih dikit ngk masalah,bagi yg pas²an itu sangat beharga,tolonglah bikin apl jngn ribet² udah pake kuota pula bener² nyekik",1,2025-02-12 04:32:10
"Website subsidi tepat terlalu ribet gak bisa pakai KTP digital. Website sekelas pemerintahan kok di persulit, ambil foto KTP dari galeri aja gak bisa. Kalo bikin kebijakan imbangi dengan teknologi nya juga di permudah. Masa harus kayak di kantor di persulit ini itu.",1,2025-02-12 04:29:06
Tidak bisa ambil gambar di galeri langsung foto dri aplikasi,2,2025-02-12 04:02:02
keren,5,2025-02-12 03:42:28
"1. Sekarang ngga kaya dulu!!! Dulu bisa lewat galeri foto, sekarang harus foto langsung STNK. Udah di foto STNK asli langsung dikira foto layar / fotocopy,saya sudah 3x mencoba foto kepotong lah, ini lah, itu lah 2. Keseringan kesalahan sistem mulu 3. Foto selalu blur tidak mau fokus kamera nya Tolong Min kembali seperti dulu lagi !!! Update foto bisa lewat galeri foto !!!",1,2025-02-12 03:31:07
"Mohon pembuatan BARCODE SUBSIDI TEPAT bagian penguploud an foto STNK lebih diperbaiki lagi,karena foto kamera sangat buruk ! Walaupun foto sudah ditempat yang cahaya sangat terang.",1,2025-02-12 03:18:15
isi bensin langsung pakai gopay,5,2025-02-12 02:54:12
Bolak balik upload data nggak kelar2..hanya sampai verifikasi akun..selanjutnya.. nggak ada kabar,1,2025-02-12 02:52:00
jos,5,2025-02-12 02:33:39
"Semakin kacau mypertamina verifikasi lama tapi di tolak padahal data sudah benar semua dan ada di database,, tolong woy ambil dari galeri lagi jangan foto dari kamera ente",1,2025-02-12 02:09:40
bagus sekali,5,2025-02-12 02:03:52
trims,4,2025-02-12 01:59:10
"Buruk sekali, kualitas kameranya buram...",1,2025-02-12 01:09:50
Ok Baik,5,2025-02-12 00:00:57
"Ada kendala saya tidak bisa menghubungkan dengan gopay untuk metode pembayaran, mohon segera di perbaiki. Terima kasih",3,2025-02-11 23:45:11
Sangat baik,5,2025-02-11 22:18:00
Aplikasi aneh.verifikasi data diri selalu tidak sesuei.selalu gagal.padahal sudh pas semua pengisian tidak ad yg keliru.,1,2025-02-11 20:37:37
apik wes,5,2025-02-11 14:50:38
Aplikasinya banyak error,1,2025-02-11 14:22:35
Suliit sekali daftarnyaaa masa sudaah foto stnk malah gagal aplikasi nyaa yaaallllahhh seng pener ae,1,2025-02-11 13:35:54
Sangat membantu,3,2025-02-11 12:55:22
Bagus,5,2025-02-11 12:49:00
Mau upload ktp pakai aplikasi ini susah gak bisa fokus,1,2025-02-11 11:16:49
petugasnya baik,5,2025-02-11 10:49:13
"Good, Salam my pertamina tolong bantuan nya saya blom dapat barcode Subsidi Pertalite, padahal pendaran kendaraan dan akun sudah verifikasi, tolong arahan nya, Terimakasih",5,2025-02-11 10:29:12
Memuat ulang mulu,1,2025-02-11 10:13:28
Percuma ada barcode ini. Saya udah berulang kali reset barcode tapi tetap aja mobil lain yang pakai barcode nya. Padahal ada peraturan verifikasi no plat dengan barcode,1,2025-02-11 09:02:02
"Tolong di perbaiki dalam hal foto stnknya file nya terlalu besar bisa sampai 10 Mb keatas, dulu tidak seperti itu kalo gak salah",5,2025-02-11 08:58:07
Server nya sering bermasalah,1,2025-02-11 08:09:20
"Tolong dong sistemnya di perbaiki. Pengambilan fotonya jelek, hasil fotonya selalu buram ribet bikin darah tinggi. Balikin lagi seprti sebelumnya bisa ngambil foto dari galeri",1,2025-02-11 08:05:37
jual gasss,5,2025-02-11 07:18:15
Sangat membantu untuk aktifitas sehari-hari,5,2025-02-11 07:05:22
"Aplikasi koplak.. Gak fungsi ,rakyat sudah susah,di tambah lagi harus instal aplikasi koplak seperti ini..",1,2025-02-11 06:43:10
"Pertamina bagus dan saya suka, sebaiknya sebagai warga negara Indonesia cintailah produk Indonesia",5,2025-02-11 06:42:47
Mo cek tagihan gas PGN..ga bisa bisa,3,2025-02-11 06:19:12
Bagaimana cara memperbaiki akses kamera terganggu,3,2025-02-11 06:08:41
Mantap,5,2025-02-11 06:06:05
"mantabb, lancar",4,2025-02-11 05:32:05
"Sngat buruk ,masak di tolak terus pas kirim foto",1,2025-02-11 04:51:06
"Aplikasinya Ketika Saya pakai Untuk Ngambil Foto Kok Gak Bisa ya,... Padahal Izin Aplikasi Untuk Kamera Sudah Saya izinkan semua, Itu kenapa ya Pak Admin....????🙏🙏🙏",5,2025-02-11 03:34:12
"Saat verifikasi Data kelurahan saya tidak ada di pilihannya , diketik manual juga gak bisa",1,2025-02-11 02:59:13
"Diupdate bukannya makin bagus, malah nge bugs. Ayo pengguna, turunkan bintangnya biar ada perbaikan aplikasinya",1,2025-02-11 02:57:14
ribet daftar barcode masa di ulang2 gk ada kerjaan ade,3,2025-02-11 02:19:14
"tolong diperbaiki kamera buat upload stnk kok buram terus, sebelumnya kameranya bagus, juga bisa ambil dari galeri pake kamera bawaan bagus sekarang tidak bisa ambil dari galeri, tolong diperbaiki",2,2025-02-11 01:36:44
good,5,2025-02-11 00:14:25
"Aplikasi yang sangat buruk,isi data berlapis, habis isi ada isian lagi, verifikasi foto tidak pernah berhasil, menu foto ambil dari galeri tidak ada, diharuskan foto jelas tapi settingan default kamera di aplilikasinya mode wide. Apa apaan, aplikasi itu harusnya memudahkan ini malah bikin susah.",1,2025-02-10 23:53:44
"susah payah dptin poin smpe ratusan, gada angin gada ujan poin ngilang gitu aja, di refresh smpe dongo pun ga balik"" tuh poin. makasih",1,2025-02-10 23:04:51
"Aplikasi tidak laku memaksa karyawan spbu melakukan fake transaksi, lawak lu pertamina",1,2025-02-10 22:17:54
"Bagai mana cara ny bs dapat QR code my pertamina sy beli kendaraan dr show room bekas tangan ke 2,,sdgkan kendaraan tsb sdh terdaftar nopol di my pertamina,,,sdgkan sy daftar di my pertamina di tolak,mohon penjelasan dan saran baik ny,Trims",5,2025-02-10 16:49:35
Aku sudah registrasi tapi kenapa tidak ada panduan untuk foto STNK dan foto mobilnya Tolong penjelasannya. Terimakasih,3,2025-02-10 15:16:14
ok bgt,5,2025-02-10 14:20:35
"Sudah mencoba lewat web dan aplikasi, dua²nya ditolak terus... Udah dicoba beberapa kali tetep ditolak.. keterangannya mobil tidak terdaftar... Untuk pembelian mobil second tanpa barcode kayaknya ga ada solusi sama sekali 🤷 Bismillah semoga lewat ulasan ini my Pertamina bisa lebih baik kedepannya, walaupun saya blm menemukan solusi😅😅",1,2025-02-10 14:19:22
"Aplikasi sering sekali ""terjadi kesalahan pada sistem"" Dalam keadaan urgent sangat menyulitkan, begitu pula dengan fitur kamera langsung dari aplikasi yg sedemikian lemot (bukan hp saya yg lemot) tolong developer atau pemangku kebijakan diperhatikan kembali kemudahan aksesnya",1,2025-02-10 14:16:59
kamera burik gak bisa input foto seperti dulu,1,2025-02-10 13:48:57
"Ga bisa login. pdhl No hp sudah bener, pin sdh bener. Minta reset pin, pake pin baru ttp ga bs login.",1,2025-02-10 13:28:59
Sangat cocok,5,2025-02-10 13:17:13
Aplikasi beban gajelas. mau lihat QR aja di persulit login ini itu.,1,2025-02-10 12:43:49
"Cacat, sudah giliran capek2 ngantri agak panjang aplikasinya error, mau gak mau pergi tarik tunai dan antri lagi lebih panjang dari sebelumnya",1,2025-02-10 12:22:14
"Mantap,supaya tepat sasaran",5,2025-02-10 11:52:56
"Sebelum nya udah bisa pakai barcode tapi karena ganti plat bikin barcode baru, ternyata upload stnk tidak jelas terus, ganti hp pun ttp tidak jelas. Tidak bisa upload galeri . Menyusahkan sih menurut saya",1,2025-02-10 11:34:58
Baik,5,2025-02-10 10:45:23
"Aplikasinya sangat buruk sekali,selalu salah dalam membuat barkode,sepertinya ada kesengaja,an untuk membuat barkode,data kendara,an valid tetapi susah membuat barkode,apakah memang ada faktor untuk pengurangan kendara,an atau bbmnya?trimakasih",1,2025-02-10 10:16:11
"Aneh kalu di aplikasi belum ada kendaraan yg terdaftar,tapi kalau login di web udah.. Apagunanya aplikasi buang"" anggaran",1,2025-02-10 10:14:11
Makin update makin gak jelas,1,2025-02-10 09:56:02
mantap.. cepat dan aman,5,2025-02-10 09:54:20
Yang stnk tak bisa di input dari galeri... padahal sebelumnya bisa.... tapi sekarang ndak bisa... sungguh merepottkan,1,2025-02-10 09:39:00
"barcode saya digunakan org lain, setiap saya coba bikin aduan, malah gagal gagal terus, aplikasi cacat",1,2025-02-10 09:15:02
Paling sulit udah ubah data mungkin 59 kali foti stnk gagal terus dan kamera nya blur lagi hadeuh ribet....hidup udah ribet malah di buat ribet ma ni aplikasi,1,2025-02-10 08:57:30
Ok,5,2025-02-10 08:36:07
G fungsi,1,2025-02-10 08:35:31
Error terus pas kirim data stnk dan foto kendaran,1,2025-02-10 08:23:24
Sulit,3,2025-02-10 07:58:45
good,5,2025-02-10 07:21:10
Ini gimane PDS gak bisa di akses aplikasi tdk bisa mmbaca maps. Masukin alamat susah.. Cuma mau beli gas doank ribetnya......,3,2025-02-10 07:18:00
oke,5,2025-02-10 06:43:26
Sistem bermasalah tidak bisa upload dokumen dan juga di kamera hasilnya blur terus sehingga pengajuan di tolak,1,2025-02-10 05:32:27
Mimin tolonglah Sudah berapa kali verifikasi ditolak karena foto stnk dianggap hitamp putih atau difoto dari colyan bukan asli. Padahal saya foto berkas stnk asli pakai iphone pun ttap aja hasilnya jadi agak blur dan png bukan JPG atau JPEG. Tolonglah kasih solusi bagaimana.,2,2025-02-10 05:28:27
Untuk bayar gas bumi lama login,4,2025-02-10 05:17:25
upload stnk gagal,1,2025-02-10 04:07:15
"data di tolak terus,keterangan nya tidak terlibat jelas atau terhalang.padahal kamera dari aplikasi/web nya yang buram aneh",1,2025-02-10 03:56:50
"Menggunakan aplikasi ini sebelumnya nyaman, tapi saat mau daftar foto kamera aplikasi untuk upload stnk jadi tidak fokus, susah untuk daftar barcode",3,2025-02-10 03:09:38
"Gag bisa akeses ke halaman subsidi tepat minta di refresh terus halamanya, aplikasi bumn rasa aplikasi anak magang, buang aja label bumn mu malu malu in...",1,2025-02-10 02:59:10
"Ini kenapa di tolak terus foto stnk, minta foto jelas tapi kamera aplikasi nya yg jelek foto gk bisa di fokuskan gak bisa di zoom",1,2025-02-10 02:38:20
"Apk yg plg Sering bgt update, bkn sistem lbh enak malah makin susah, ANEH",1,2025-02-10 02:34:27
Sistem sedang sibuk Apk gak jelasss ini Mau ikutin aturan aja susah,1,2025-02-10 01:02:42
"Tolong di perbaiki untuk subsidi tepatnya ,biasanya saya sebagai Pegawai spbu membuat barcode hanya 5 menit sudah jadi, tapi kenapa sekarang 2 hari baru jadi tidak seperti kemarin kemarin, dan satu lagi, bila ingin foto rubah kembali dengan kamera bawaan hp ,karena kamera google itu jelek dan buram",2,2025-02-09 23:46:00
"sementara tiga bintang, selanjut nya di tambah",3,2025-02-09 21:41:07
sangat membantu 👍,5,2025-02-09 19:18:44
"Udh di coba buat daftar ulang dan kirim pengaduan ke alamat email tapi hasil nya sama aja.. Kendaraan sudah terdaftar, udh ngisi form keluhan sampe 2 kali masih aja unit udh terdaftar.. SANGAT TIDAK MEMBANTU!!! 👎👎👎👎",1,2025-02-09 16:23:14
Oke,4,2025-02-09 15:48:06
Kenapa upload stnk tidak bisa ambil dari galery?kalaupun langsung ambil foto kenapa kameranya cembung ..tidak bisa normal?jatuhnya mempersulit bukan mempermudah,1,2025-02-09 15:47:42
Sangat baik,4,2025-02-09 15:22:22
good,5,2025-02-09 14:20:02
Mantap....👌👍,5,2025-02-09 11:15:50
"Kalau memang belum siap tidak usah di luncurkan,notifikasi saja tidak mampu kirim. Selamat untuk semua,kl ternyata sistem semakin ribet.",1,2025-02-09 10:29:07
"Setelah di Update posisi Letak SPBU tidak Nitik, malah di kebun-kebun tidak sesuai",1,2025-02-09 10:12:51
Update data lebih efektif,5,2025-02-09 10:07:49
"Tolong jangan persulit masyarakat ekonomi menengah kebawah saya sudah memasang aplikasi ini saya sudah melakukan registrasi tp hasilnya registrasi saya ditolak padahal saya sudah melengkapi data saya ,punya mobil LCGC saja beli bahan bakar saja susahnya minta ampun",5,2025-02-09 09:55:25
Mantap,5,2025-02-09 08:18:16
turunkan bintang,1,2025-02-09 07:25:58
Masa pendaftaran di tolak terus.,1,2025-02-09 07:00:28
Bagus,5,2025-02-09 06:34:27
"Aplikasi yang dibuat sangat bagus, terutama saat mengakses subsidi tepat, disuruh memfoto stknk namun ketika sudah selesai sesuai dan kurang dr 30mb eror, karena kamera di aplikasi memiliki rating, jelekpun tidak sampai, tapi yg bikin kesal tidak ada opsi pilih dari galery, wow sangat cerdas untuk mempersulit diri dan smua orang, saran untuk diberi pilihan upload dr galery saja. Semoga para orang yg bertanggung jawab dpt lebih berbenah, saya doakan anda merasakan segera dipecat n jadi miskin🙏🏻",1,2025-02-09 06:02:07
promo pleasee,4,2025-02-09 04:28:25
"Masuk dari chrome,passwornya pake abjad,setelah gunakan apk,pass nya hanya bisa nomor🤧🫠",1,2025-02-09 03:29:10
"update skrang pake kamera bawaan aplikasi? aplikasi nyusahin rakyat, percuma kamera mendukung kalo aplkasinya kaya sampah",1,2025-02-09 03:14:13
setelah pembaruan malah ga bisa upload foto STNK dalam bentuk jpg. jadi susah untuk daftar subsidi tepar.,3,2025-02-09 03:12:05
Good,5,2025-02-09 02:55:37
buruk pelayanan buruk sangat buruk. di akses ratusan juta orang di kira gampang.,1,2025-02-09 02:16:29
"KUALITAS BBM SAMPAH, MENDING GUA ISI SHELL VIVO ATAU BP AJA. NGISI PERTAMAX KAYA BUKAN RON 92 PADA UMUM NYA PAS DI CEK TANGKI BBM BUTEK GA JERNIH",1,2025-02-09 02:11:14
ok,5,2025-02-09 01:54:42
"Terjadi kesalahan pada sistem ,terjadi kesalahan pada sistem ,terjadi kesalahan pada sistem, udah coba ratusan kali hasilnya tetep sama",1,2025-02-09 01:42:06
"Sangat lambat pelayanannya by email maupun phone. Mempersulit masyarakat saja. Masalah mobil sy roda 4, jadi roda 2. Lama prosesnya belum selesai sudah 3 bulan. Sejak Desember 2024 sampai skrg Februari 2025.",1,2025-02-09 00:48:43
sangat memuaskan,4,2025-02-09 00:45:18
ok bgt 👍,5,2025-02-09 00:18:07
Mau registrasi aja kok susah banget...MAU BENER AJA KOK SULIT... Cocok juga dinjadiin slogan kali ya...sampe jengkel serius...klo mau berubah bintangnya ya benerin sistemnya.,1,2025-02-09 00:17:45
"Hai..... petamina perbaiki sistem kalian, masa peruhaan banyak duit gini aplikasinya gk jelas.... Tlg lah kepada Yth. Bapak Direktur Utama PT. Pertamina ini aplikasi kalian ini seperti ingin mensusahan rakyak!!! Saya sudah daftar, semua sdh saya masukan dengan benar sesuai stnk kendaraan, tapi kok masih di tolak... karena no.polisi yang anda masukan berbeda... saya sdh mendaftar nya sdh benar semua. Payah..",1,2025-02-08 23:02:37
"Makin kesini makin di persulit, mulai dari sudah tidak bisa ambil foto STNK atau mobil dari galeri, ambil foto nya gak bisa di focusin sudah gitu ukuran foto nya yang semakin besar, udah enak-enak versi yg dulu bisa ambil foto dari galeri. Malah update kek gini makin sulit, ambil fotonya juga blur terus.",1,2025-02-08 21:37:29
"Aplikasinya jelek bangetttt. Kalau tidak bisa membantu, setidaknya jangan mempersulit 👎",1,2025-02-08 15:36:36
Konoha ini membagongkan. Up load foto stnk dan pajak susah nya mintak ampun.,1,2025-02-08 15:22:21
Alhamdulillah sedilit membantu,5,2025-02-08 15:13:16
"Ditolak trs daftar barcode gara"" foto stnk gajelas payah pertamina",1,2025-02-08 14:54:05
"memfoto stnk lewat kamera aplikasi susah sekali, fotonya ngeblur terus jadinya ditolak terus saat daftar subsidi. apa sengaja dipersulit agar rakyat tidak dapat subsidi ya? dulu ada fitur foto ambil digaleri, tapi sekarang untuk foto stnk harus pakai kamera diapalikasi yang busuk sekali.",1,2025-02-08 14:42:14
"bpk beli mobil second, tidak diberi baecode untuk mengisi bensin pertalite.. saat saya daftarkan tidak bisa karna sudah terdaftar, pihak penjual mobil juga tdk punya barcode nya.. trs ini gimana ya kak, sangat mempersulit pembelian bahan bakar, mohon kebijakannya. Terimakasih",1,2025-02-08 13:31:09
Bagus,4,2025-02-08 13:16:50
"Kembalikan mypertamina yg lama, bisa upload foto dari gallery",1,2025-02-08 12:24:50
"Semakin dipersulit pendaftarannya,",1,2025-02-08 12:18:17
Oke gas oke gas,5,2025-02-08 11:46:15
turbo mantap,5,2025-02-08 10:35:54
mantab,5,2025-02-08 10:19:48
kurang promo,4,2025-02-08 10:10:36
Belom sempurna,4,2025-02-08 10:10:02
Pendaftaran diperaulit,1,2025-02-08 09:38:47
Baik,5,2025-02-08 08:37:23
Aplikasi GK jelas!!!!,1,2025-02-08 08:26:29
"Aplikasi ini jelek banget . Gratisan ya ini Aplikasi nya ??, aplikasi ini sangking susah nya buat bikin QR code, sampai sampai di di manfaat kan sama pihak ke 3, buat bikin QR code nya, Terbukti ini aplikasi susah di aplikasi kan, terutama saat bikin QR code .. Coba kalau bikin aplikasi utk rakyat, yg mudah di gunakan bro ..",1,2025-02-08 07:34:53
Ini apa belom menjangkau seluruh indonesia? Ga bisa terus,2,2025-02-08 06:42:54
"Semakin kesini semakin banyak kendala buat mendaftar kan barcode, upload poto stnk tidak bisa pilih dari galeri harus poto langsung jadi ribet udah gitu yang udah di daftarin masih menunggu verifikasi aja dari kemaren tolong dong di perbaiki lagi lebih enak yang bisa pilih uploadnya dari galeri 🙏",2,2025-02-08 06:40:12
Cinta produk dalam negeri. BBM untuk Indonesia 🇮🇩,5,2025-02-08 05:24:07
daftar subsidi kesalahan sistem terus berbulan2 ga di perbaiki,1,2025-02-08 05:15:30
Tidak efektif dan berguna.. Tindakan verifikasi lama. Buat apa orang rajin bayar pajak dan BBM di persulit,1,2025-02-08 05:12:28
Sistem busuk,1,2025-02-08 04:12:52
Cukup bintang yg menjelaskan🗿,1,2025-02-08 03:53:34
Sangat membantu,5,2025-02-08 02:38:22
Selama ini pelayanannya sudah cukup baik,5,2025-02-08 01:58:20
Baik,4,2025-02-08 01:00:18
"Saat registrasi tuk apload foto KTP,STNK pake aplikasi ini pd playstore ga bisa,,,nanti lewat google chrome baru bisa,,,",1,2025-02-08 00:05:55
"Qr bayar kamera jadi blur jadi gk bisa bayar, cuma aplikasi ini yg gk bisa. Aplikasi Mbanking qr bayar bisa semua..",1,2025-02-07 23:40:19
Ok,5,2025-02-07 22:10:00
Ok,4,2025-02-07 20:24:51
verifikasi email gagal kode otp... hadehhh.. gmn maksudnya Hai my pertamina,1,2025-02-07 20:21:39
baru pertama coba,5,2025-02-07 17:27:16
Sulit masuk,1,2025-02-07 16:14:47
Apk nya tolong di perbaiki tiap kli daftar eror truss,1,2025-02-07 15:38:14
Tolong di benahi aplikasinya pada menu tukar poin banyak kasus beberapa kali barang tidak di kirim tanpa kejelasan . Korban PHP,3,2025-02-07 15:11:11
Mohon di perbaiki kok sulit sekali mengaploud file jpg Harus di Poto nggk ada keterangan atau bantuan untuk upload file jpg nya,1,2025-02-07 15:01:31
Mudah menggunakan nya,5,2025-02-07 14:40:14
Selalu tingkatkan aplikasi pelayanan yg udah bagus sekarang ini. Bravo PERTAMINA 🇮🇩👍🏻,4,2025-02-07 13:31:30
"buat barcod ulang susahnya minta ampun,nysahin rakyat kecil",1,2025-02-07 12:54:05
Baik dan bermanfaat,4,2025-02-07 11:57:51
ok sangat praktis,5,2025-02-07 11:49:14
Josss,5,2025-02-07 11:45:20
👍👍,5,2025-02-07 11:26:49
Lama banget verivikasi data aja,1,2025-02-07 11:17:32
Mau daftar terlalu ribet foto berpha kali KTP d suruh ulangin . Aneh aplikasi gak jelas . Coba gak butuh ini pake barcode gak bakalan saya pake,1,2025-02-07 10:08:16
nice,4,2025-02-07 09:52:28
"makin ribet sekarang, foto ktp gagal terus",1,2025-02-07 09:49:44
"ribet , ketika beli BBM pake voucher berkali kali gagal.. Wal hasil nunggu 1 jam lagi baru bisa isi bbm",1,2025-02-07 07:36:56
Bermanfaat,5,2025-02-07 07:17:24
mantap,5,2025-02-07 07:02:02
"Dulu-dulu daftar barcodenya cepat dapat verifikasi, sekarang lama banget dan ribet, kyk aplikasi sampah",1,2025-02-07 06:21:24
perdana isi pakai my pertamina utk ojol ku lancar sip 😁👌 Kapan nih ada voucher subsidi buat Ojol Gojek(aplikasi asli anak bangsa) hehe😁..,5,2025-02-07 06:06:38
"Gak bisa upload foto dari galeri. Harus difoto secara langsung, tingkat kan lagi pak bu. Setidak nya upload foto stnk bisa secara langsung ambil dari galeri, gak harus difoto ulang lagi🙏tolong di perbaruhi lagi🙏 susah untuk daftar baru.",1,2025-02-07 05:52:30
"Kamera blur gak bisa fokus foto stnk nya, pdhal gw pakai iphone.",1,2025-02-07 05:25:25
"Aplikasi gk jelas, bukan mempermudah malah mempersulit",1,2025-02-07 04:01:43
"Aplikasinya jelek, pas daftar suruh foto ktp, tapi nunggu verifikasi data gak selesai juga udh 1 jam. Ribet amat aplikasi sampah",1,2025-02-07 03:36:20
senang,5,2025-02-07 03:27:53
keren,5,2025-02-07 02:18:11
mantap,5,2025-02-07 01:48:18
"Sangat buruk menunggu verifikasi data kok lama banget, apk bug👎🏽👎🏽",1,2025-02-07 01:45:24
Tolong laa POM bensin DI KASIH EDC .. JADI GAK TAMBAH RIBET KALO ISI MY PERTAMINA INI !!! Saran,1,2025-02-07 01:38:23
Mau foto ktp. Tidak ada kotak nya. Gagal terus..,1,2025-02-07 01:16:29
"Kenapa ""pilih poto"" dibagian subsidi tepat memasukan poto ktp,stnk dan mobil tidak ada?Masalahnya potonya ada di hp!!!!!!!!!",1,2025-02-07 01:14:19
Oke,5,2025-02-07 00:46:14
bagus cuma kita di papua masih repot dgn uang kembali..karna bayar duluan baru isi bbm nya,5,2025-02-06 23:03:57
tidak bisa registrasi,1,2025-02-06 22:47:00
"mau ngeluh gimana juga jawabannya template. Hai, Mohon maaf atas ketidaknyamanan yang dialami. Mimin membutuhkan data pendukung agar Mimin bisa memberikan solusi dengan tepat. Mengenai kendala tersebut, silakan Sobat sampaikan melalui salah satu kanal interaksi Pertamina Call Center 135 seperti lInstagram @pertamina.135 agar dibantu pengecekan. TIDAK MEMBANTU.",1,2025-02-06 19:41:01
Oke,5,2025-02-06 19:09:29
Tidak asyik,1,2025-02-06 18:35:08
Bingung tdk bisa mendapat barcode kasian qt yg tdm paham Sebaikya pemerintah memberikan cara lain yg tdk memeiliki hp android atau gaptek seperti sy Hidup zaman skrg serba urus2,1,2025-02-06 17:12:02
mudah dan simple,5,2025-02-06 16:22:49
ok,5,2025-02-06 13:58:47
Aplikasi ngak guna... Sering gangguan di talang Jambe SPBU 24.301.188 palembang,1,2025-02-06 13:47:20
Tiap mau ambil foto kembali ke beranda sendiri,1,2025-02-06 13:10:59
Coba,2,2025-02-06 11:07:29
bagus banget,5,2025-02-06 10:59:13
mantap,4,2025-02-06 08:04:25
MANTAF,5,2025-02-06 07:45:01
